unique_housing_id,hid,geo,unique_id_in_geo,sample_geo,hhtotals,hinc,hsize,hhrtotals,rhinc,rhsize,entity,gqrtotals,gqtotals
1988,1122981,4013010101,1989,900,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
1989,1123024,4013010101,1990,209,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1990,1123129,4013010101,1991,800,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1991,1123238,4013010101,1992,100,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1992,1123328,4013010101,1993,800,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
1993,1123346,4013010101,1994,105,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
1994,1123366,4013010101,1995,116,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
1995,1123500,4013010101,1996,105,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
1996,1123509,4013010101,1997,106,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
1997,1123524,4013010101,1998,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1998,1123578,4013010101,1999,110,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
1999,1123626,4013010101,2000,209,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2000,1123636,4013010101,2001,400,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
2001,1123645,4013010101,2002,130,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2002,1123769,4013010101,2003,206,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2003,1123885,4013010101,2004,600,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2004,1123958,4013010101,2005,127,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2005,1124018,4013010101,2006,121,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2006,1124041,4013010101,2007,130,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2007,1124078,4013010101,2008,201,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2008,1124160,4013010101,2009,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2009,1124160,4013010101,2010,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2010,1124308,4013010101,2011,300,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
2011,1124340,4013010101,2012,700,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2012,1124368,4013010101,2013,800,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2013,1124382,4013010101,2014,105,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2014,1124400,4013010101,2015,400,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2015,1124569,4013010101,2016,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2016,1124600,4013010101,2017,300,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
2017,1124703,4013010101,2018,105,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
2018,1124807,4013010101,2019,800,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2019,1124834,4013010101,2020,106,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
2020,1124943,4013010101,2021,105,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
2021,1125023,4013010101,2022,201,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2022,1125063,4013010101,2023,117,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2023,1125089,4013010101,2024,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2024,1125237,4013010101,2025,119,1.0,3.0,5.0,1.0,3.0,5.0,household,0.0,0.0
2025,1125329,4013010101,2026,127,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2026,1125400,4013010101,2027,500,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2027,1125498,4013010101,2028,115,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2028,1125508,4013010101,2029,500,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2029,1125554,4013010101,2030,105,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
2030,1125595,4013010101,2031,111,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2031,1125673,4013010101,2032,805,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2032,1125673,4013010101,2033,805,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2033,1125704,4013010101,2034,900,1.0,1.0,1.0,1.0,1.0,1.0,household,0.0,0.0
2034,1125749,4013010101,2035,128,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
2035,1125807,4013010101,2036,803,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
2036,1125989,4013010101,2037,115,1.0,4.0,4.0,1.0,4.0,4.0,household,0.0,0.0
2037,1126043,4013010101,2038,700,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2038,1126132,4013010101,2039,102,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2039,1126160,4013010101,2040,105,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2040,1126233,4013010101,2041,100,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
2041,1126371,4013010101,2042,100,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2042,1126507,4013010101,2043,204,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2043,1126588,4013010101,2044,805,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2044,1126604,4013010101,2045,206,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2045,1126677,4013010101,2046,114,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2046,1126699,4013010101,2047,104,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2047,1126788,4013010101,2048,202,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2048,1126796,4013010101,2049,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2049,1126816,4013010101,2050,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2050,1126933,4013010101,2051,113,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2051,1127003,4013010101,2052,900,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2052,1127088,4013010101,2053,700,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2053,1127133,4013010101,2054,101,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2054,1127146,4013010101,2055,129,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2055,1127272,4013010101,2056,127,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2056,1127308,4013010101,2057,203,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2057,1127351,4013010101,2058,803,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2058,1127542,4013010101,2059,107,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2059,1127602,4013010101,2060,203,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2060,1127624,4013010101,2061,127,1.0,2.0,3.0,1.0,2.0,3.0,household,0.0,0.0
2061,1127648,4013010101,2062,130,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
2062,1127674,4013010101,2063,101,1.0,5.0,5.0,1.0,5.0,5.0,household,0.0,0.0
2063,1127707,4013010101,2064,202,1.0,1.0,3.0,1.0,1.0,3.0,household,0.0,0.0
2064,1127766,4013010101,2065,111,1.0,4.0,4.0,1.0,4.0,4.0,household,0.0,0.0
2065,1127780,4013010101,2066,206,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2066,1127882,4013010101,2067,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2067,1127949,4013010101,2068,100,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2068,1127981,4013010101,2069,108,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2069,1128022,4013010101,2070,114,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2070,1000062,4013010102,1,600,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2071,1000129,4013010102,2,110,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2072,1000312,4013010102,3,125,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2073,1000334,4013010102,4,112,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2074,1000334,4013010102,5,112,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2075,1000415,4013010102,6,805,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2076,1000555,4013010102,7,134,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2077,1000577,4013010102,8,129,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2078,1000636,4013010102,9,115,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2079,1000738,4013010102,10,114,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2080,1000782,4013010102,11,112,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2081,1000815,4013010102,12,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2082,1000839,4013010102,13,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2083,1001018,4013010102,14,206,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2084,1001047,4013010102,15,101,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2085,1001131,4013010102,16,300,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
2086,1001193,4013010102,17,900,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2087,1001223,4013010102,18,101,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2088,1001225,4013010102,19,101,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2089,1001424,4013010102,20,203,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2090,1001454,4013010102,21,111,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2091,1001485,4013010102,22,128,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2092,1001647,4013010102,23,803,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2093,1001679,4013010102,24,300,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2094,1001692,4013010102,25,201,1.0,1.0,3.0,1.0,1.0,3.0,household,0.0,0.0
2095,1001706,4013010102,26,600,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2096,1001710,4013010102,27,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2097,1001710,4013010102,28,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2098,1001728,4013010102,29,500,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2099,1001734,4013010102,30,126,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2100,1001784,4013010102,31,113,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2101,1001852,4013010102,32,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2102,1001920,4013010102,33,400,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2103,1001934,4013010102,34,803,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2104,1001943,4013010102,35,102,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2105,1001955,4013010102,36,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2106,1001979,4013010102,37,130,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2107,1001979,4013010102,38,130,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2108,1001981,4013010102,39,130,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
2109,1002021,4013010102,40,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2110,1002047,4013010102,41,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2111,1002047,4013010102,42,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2112,1002054,4013010102,43,206,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2113,1002064,4013010102,44,900,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2114,1002232,4013010102,45,110,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2115,1002276,4013010102,46,105,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2116,1002313,4013010102,47,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2117,1002373,4013010102,48,121,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2118,1002446,4013010102,49,105,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2119,1002515,4013010102,50,100,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2120,1002640,4013010102,51,203,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2121,1002755,4013010102,52,900,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2122,1002759,4013010102,53,500,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2123,1002759,4013010102,54,500,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2124,1002759,4013010102,55,500,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2125,1002774,4013010102,56,107,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2126,1002919,4013010102,57,122,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2127,1002931,4013010102,58,110,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2128,1002970,4013010102,59,500,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2129,1002998,4013010102,60,113,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2130,1003015,4013010102,61,107,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
2131,1003080,4013010102,62,800,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2132,1003095,4013010102,63,117,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2133,1003095,4013010102,64,117,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2134,1003250,4013010102,65,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2135,1003291,4013010102,66,300,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2136,1003324,4013010102,67,400,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2137,1003324,4013010102,68,400,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2138,1003344,4013010102,69,130,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2139,1003348,4013010102,70,805,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2140,1003450,4013010102,71,106,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2141,1003521,4013010102,72,122,1.0,5.0,4.0,1.0,5.0,4.0,household,0.0,0.0
2142,1003548,4013010102,73,130,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2143,1003560,4013010102,74,600,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2144,1003666,4013010102,75,114,1.0,3.0,1.0,1.0,3.0,1.0,household,0.0,0.0
2145,1003752,4013010102,76,300,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2146,1003780,4013010102,77,104,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2147,1003792,4013010102,78,203,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2148,1003829,4013010102,79,106,1.0,5.0,1.0,1.0,5.0,1.0,household,0.0,0.0
2149,1003864,4013010102,80,203,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2150,1003884,4013010102,81,110,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2151,1004006,4013010102,82,120,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2152,1004190,4013010102,83,209,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2153,1004190,4013010102,84,209,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2154,1004287,4013010102,85,131,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2155,1004349,4013010102,86,300,1.0,2.0,4.0,1.0,2.0,4.0,household,0.0,0.0
2156,1004417,4013010102,87,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2157,1004433,4013010102,88,700,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
2158,1004438,4013010102,89,115,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2159,1004472,4013010102,90,203,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2160,1004504,4013010102,91,108,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2161,1004535,4013010102,92,700,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2162,1004695,4013010102,93,203,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2163,1004786,4013010102,94,201,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2164,1004863,4013010102,95,209,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2165,1004868,4013010102,96,600,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2166,1004868,4013010102,97,600,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2167,1005079,4013010102,98,204,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2168,1005079,4013010102,99,204,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2169,1005090,4013010102,100,805,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2170,1005146,4013010102,101,101,1.0,3.0,3.0,1.0,3.0,3.0,household,0.0,0.0
2171,1005157,4013010102,102,300,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2172,1005211,4013010102,103,112,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2173,1005254,4013010102,104,121,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2174,1005301,4013010102,105,102,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2175,1005356,4013010102,106,204,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2176,1005392,4013010102,107,205,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2177,1005428,4013010102,108,108,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2178,1005461,4013010102,109,114,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2179,1005531,4013010102,110,700,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2180,1005582,4013010102,111,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2181,1005596,4013010102,112,119,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2182,1005631,4013010102,113,110,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2183,1005666,4013010102,114,803,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2184,1005668,4013010102,115,127,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2185,1005754,4013010102,116,203,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2186,1005758,4013010102,117,700,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2187,1005772,4013010102,118,110,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2188,1005800,4013010102,119,205,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2189,1005886,4013010102,120,209,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2190,1005891,4013010102,121,130,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2191,1005900,4013010102,122,101,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2192,1006012,4013010102,123,205,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2193,1006120,4013010102,124,300,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2194,1006129,4013010102,125,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2195,1006273,4013010102,126,805,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2196,1006274,4013010102,127,807,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2197,1006464,4013010102,128,107,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2198,1006468,4013010102,129,117,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
2199,1006710,4013010102,130,115,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2200,1006813,4013010102,131,500,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2201,1006846,4013010102,132,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2202,1006846,4013010102,133,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2203,1006867,4013010102,134,128,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2204,1006898,4013010102,135,600,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2205,1006947,4013010102,136,600,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2206,1006960,4013010102,137,204,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
2207,1006978,4013010102,138,134,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2208,1007042,4013010102,139,104,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2209,1007341,4013010102,140,113,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2210,1007391,4013010102,141,113,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2211,1007523,4013010102,142,204,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2212,1007586,4013010102,143,104,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2213,1007606,4013010102,144,130,1.0,2.0,1.0,1.0,2.0,1.0,household,0.0,0.0
2214,1007615,4013010102,145,900,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2215,1007653,4013010102,146,206,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2216,1007706,4013010102,147,131,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2217,1007723,4013010102,148,209,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2218,1007744,4013010102,149,128,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2219,1007757,4013010102,150,900,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2220,1007760,4013010102,151,700,1.0,1.0,1.0,1.0,1.0,1.0,household,0.0,0.0
2221,1007764,4013010102,152,130,1.0,4.0,1.0,1.0,4.0,1.0,household,0.0,0.0
2222,1007787,4013010102,153,800,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2223,1007876,4013010102,154,600,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2224,1007986,4013010102,155,204,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2225,1008018,4013010102,156,110,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
2226,1008069,4013010102,157,204,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2227,1008097,4013010102,158,126,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2228,1008221,4013010102,159,124,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2229,1008275,4013010102,160,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2230,1008339,4013010102,161,115,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2231,1008513,4013010102,162,123,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2232,1008796,4013010102,163,101,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2233,1008868,4013010102,164,114,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2234,1008901,4013010102,165,101,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2235,1008960,4013010102,166,201,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2236,1009017,4013010102,167,101,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2237,1009075,4013010102,168,124,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2238,1009200,4013010102,169,400,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2239,1009203,4013010102,170,500,1.0,3.0,3.0,1.0,3.0,3.0,household,0.0,0.0
2240,1009227,4013010102,171,300,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2241,1009258,4013010102,172,206,1.0,1.0,2.0,1.0,1.0,2.0,household,0.0,0.0
2242,1009390,4013010102,173,125,1.0,5.0,3.0,1.0,5.0,3.0,household,0.0,0.0
2243,1009483,4013010102,174,117,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2244,1009521,4013010102,175,700,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2245,1009552,4013010102,176,107,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2246,1009619,4013010102,177,111,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2247,1009899,4013010102,178,300,1.0,1.0,1.0,1.0,1.0,1.0,household,0.0,0.0
2248,1009906,4013010102,179,117,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2249,1009954,4013010102,180,500,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2250,1010007,4013010102,181,133,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2251,1010032,4013010102,182,102,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2252,1010054,4013010102,183,126,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2253,1010203,4013010102,184,600,1.0,2.0,2.0,1.0,2.0,2.0,household,0.0,0.0
2254,1010287,4013010102,185,202,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2255,1010421,4013010102,186,300,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2256,1010524,4013010102,187,128,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2257,1010593,4013010102,188,111,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2258,1010630,4013010102,189,117,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2259,1010630,4013010102,190,117,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2260,1010745,4013010102,191,101,1.0,3.0,2.0,1.0,3.0,2.0,household,0.0,0.0
2261,1010758,4013010102,192,103,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
2262,1010762,4013010102,193,120,1.0,5.0,2.0,1.0,5.0,2.0,household,0.0,0.0
2263,1010807,4013010102,194,109,1.0,4.0,2.0,1.0,4.0,2.0,household,0.0,0.0
